title,url,original_price,discounted_price
100cm RJ45 Network Extension Cord 8 Pin Male to Female Rj45 Cable Line ECA-547757,https://www.tinydeal.com/100cm-rj45-network-extension-cord-8-pin-male-to-female-rj45-cable-line-p-174194.html,$4.08 ,$3.30
"90 Degree Spring Loaded Folding Support Shelf Bracket 10"" Length HHI-547004",https://www.tinydeal.com/90-degree-spring-loaded-folding-support-shelf-bracket-10-length-p-174302.html,$14.97 ,$14.77
20cm 8-inch Length Spring Loaded Triangle Folding Shelf Support Bracket HHI-547003,https://www.tinydeal.com/20cm-8-inch-length-spring-loaded-triangle-folding-shelf-support-bracket-p-174301.html,,
SNAKE BIT 360 Screwdriver 6 in 1 Mulitfunctional Rotating Screwdriver Tools HHI-546149,https://www.tinydeal.com/snake-bit-360-screwdriver-6-in-1-mulitfunctional-rotating-screwdriver-tools-p-173871.html,$8.88 ,$8.75
6 inch Multifunctional Y Shape Universal Spanner Home Car Office Repair Tool HHI-573637,https://www.tinydeal.com/6-inch-multifunctional-y-shape-universal-spanner-home-car-office-repair-tool-p-182811.html,$8.80 ,$7.72
H96 Android 6.0 TV Box Quad Core RK3229 Ultra HD 4K Media Player E-547499,https://www.tinydeal.com/h96-android-60-tv-box-quad-core-rk3229-ultra-hd-4k-media-player-p-174180.html,$38.92 ,$35.03
V3 USB Computer Optoelectronic Wired Game Mouse ELT-566159,https://www.tinydeal.com/v3-usb-computer-optoelectronic-wired-game-mouse-p-181133.html,,
"1/4"" Hex Shank Stainless Steel Burr Repairs Tool HHI-564045",https://www.tinydeal.com/14-hex-shank-stainless-steel-burr-repairs-tool-p-180356.html,,
Raspberry Pi 3 Power Cable With Switch ON/OFF Button Micro USB Charging Cable E-549079,https://www.tinydeal.com/raspberry-pi-3-power-cable-with-switch-onoff-button-micro-usb-charging-cable-p-174753.html,$3.12 ,$2.62
Z-413 3 Port Lever Conductor Terminal Block Wire Push Cable Connector EDT-548936,https://www.tinydeal.com/z-413-3-port-lever-conductor-terminal-block-wire-push-cable-connector-p-174855.html,$2.12 ,$2.02
24 Pcs Home Office Hex Socket Screwdriver Bits Assorted Repair Tool Kit Toolbox NLC-548090,https://www.tinydeal.com/24-pcs-home-office-hex-socket-screwdriver-bits-assorted-repair-tool-kit-toolbox-p-174811.html,,
10A Digital Voltmeter Ammeter EDT-562980,https://www.tinydeal.com/10a-digital-voltmeter-ammeter-p-180375.html,,
40M Laser Rangefinder Digital Laser Distance Meter HHIHE-566685,https://www.tinydeal.com/40m-laser-rangefinder-digital-laser-distance-meter-p-181332.html,,
Comfast CFWU810n Wireless 150mbps Pocket Wifi Adapter EDT-566528,https://www.tinydeal.com/comfast-cfwu810n-wireless-150mbps-pocket-wifi-adapter-p-181157.html,$6.51 ,$3.96
G189 Optical Mute Mouse Mice for Computer PC RTH-567892,https://www.tinydeal.com/g189-optical-mute-mouse-mice-for-computer-pc-p-181517.html,$6.51 ,$6.10
Hot Syringe Thermal Grease Silver CPU Chip Heatsink Paste Conductive Compound EDT-566040,https://www.tinydeal.com/hot-syringe-thermal-grease-silver-cpu-chip-heatsink-paste-conductive-compound-p-181411.html,$4.05 ,$2.14
Jakemy Jm-8168 24 In 1 Screwdriver Set Multi-Purpose RTH-566879,https://www.tinydeal.com/jakemy-jm-8168-24-in-1-screwdriver-set-multi-purpose-p-181333.html,,
22 in 1 Multi-purpose Precision Screwdriver Set Aluminium Alloy Screw Tools HHIHE-566809,https://www.tinydeal.com/22-in-1-multi-purpose-precision-screwdriver-set-aluminium-alloy-screw-tools-p-181316.html,,
Universal Projector CCTV Camera Wall Ceiling Mount Hanger 360° Rotatable Head SCM-539581,https://www.tinydeal.com/universal-projector-cctv-camera-wall-ceiling-mount-hanger-360°-rotatable-head-p-171090.html,,
5.0MP Panoramic Fisheye Wireless WiFi Night Vision IP Camera E27 Bulb Camera SCM-536908,https://www.tinydeal.com/50mp-panoramic-fisheye-wireless-wifi-night-vision-ip-camera-e27-bulb-camera-p-169990.html,$68.44 ,$67.79
1/2/4 Set of 8pcs CRV Chrome Vanadium Steel Square Socket Adapter Power Kit HHI-532313,https://www.tinydeal.com/124-set-of-8pcs-crv-chrome-vanadium-steel-square-socket-adapter-power-kit-p-166720.html,$8.52 ,$7.78
"6pcs Rotary Burr Set CNC Engraving Bit Rotary Bur Burr Grinding Shank 6mm 1/4"" HHI-532323",https://www.tinydeal.com/6pcs-rotary-burr-set-cnc-engraving-bit-rotary-bur-burr-grinding-shank-6mm-14-p-166597.html,,
1/2/4 Set of Power Drill & Saw Set HSS Titanium Coated Woodworking Twist Drill HHI-532316,https://www.tinydeal.com/124-set-of-power-drill-saw-set-hss-titanium-coated-woodworking-twist-drill-p-166634.html,$5.90 ,$5.40
EZCast EZC-5200BS 2.4 / 5GHz USB Network Card 600Mbps Dual-frequency Adapter E-567902,https://www.tinydeal.com/ezcast-ezc-5200bs-24-5ghz-usb-network-card-600mbps-dual-frequency-adapter-p-181601.html,$17.94 ,$11.08
"16MM 3/5"" Chain Plate Angle Grinding Chain Wheel Wood Carving Disc HHIHE-566807",https://www.tinydeal.com/16mm-35-chain-plate-angle-grinding-chain-wheel-wood-carving-disc-p-181622.html,$9.89 ,$9.30
10pcs Hex Shank Magnetic Plum Head Bits Titanium Coated S2 Steel Power Tools HHIHE-532542,https://www.tinydeal.com/10pcs-hex-shank-magnetic-plum-head-bits-titanium-coated-s2-steel-power-tools-p-166790.html,$4.97 ,$4.65
"Professional 12 Pieces Wood Carving Chisel Set, Wood Carving Knife Kit NLC-548832",https://www.tinydeal.com/professional-12-pieces-wood-carving-chisel-set-wood-carving-knife-kit-p-174854.html,$6.60 ,$5.86
DM TYPE C-TF USB 3.1 Micro SD TF Memory Card Reader EUD-533369,https://www.tinydeal.com/dm-type-tf-usb-31-micro-sd-tf-memory-card-reader-p-167225.html,$4.68 ,$3.23
UA6013L Multimeter Digital Capacitance Meter Capacitor Tester RTH-532999,https://www.tinydeal.com/ua6013l-multimeter-digital-capacitance-meter-capacitor-tester-p-168277.html,,
5Pcs Damaged Broken Screws Extractor Damaged Bolts Removal Tool HHI-533028,https://www.tinydeal.com/5pcs-damaged-broken-screws-extractor-damaged-bolts-removal-tool-p-167113.html,$4.23 ,$3.59
10pcs 900M-T Series Copper Base Lead-free Electroplating Iron Tips HHI-533061,https://www.tinydeal.com/10pcs-900m-t-series-copper-base-lead-free-electroplating-iron-tips-p-167044.html,$4.58 ,$3.44
2 Inch HD Screen Kids Mini Digital Camera Chargable Camera Toys Children Gift RTH-572086,https://www.tinydeal.com/2-inch-hd-screen-kids-mini-digital-camera-chargable-camera-toys-children-gift-p-182341.html,$12.19 ,$11.08
4 in 1 USB Type-C OTG HUB Card Reader Dual USB 2.0 Ports + TF/SD Card Port ECA-540271,https://www.tinydeal.com/4-in-1-usb-type-otg-hub-card-reader-dual-usb-20-ports-tfsd-card-port-p-171472.html,$5.16 ,$4.82
Dummy Solar Powered Camera High Simulation CCTV Fake Camera Flashing Led Light STH-551725,https://www.tinydeal.com/dummy-solar-powered-camera-high-simulation-cctv-fake-camera-flashing-led-light-p-175883.html,,
Wireless Bluetooth Gamepad For Sony PS3 Controller Game Joystick EVG-553230,https://www.tinydeal.com/wireless-bluetooth-gamepad-for-sony-ps3-controller-game-joystick-p-176450.html,,
Dual Micro USB Charging Dock for PS4 Double Game Handle Dual Charge Dock Stand EVG-553272,https://www.tinydeal.com/dual-micro-usb-charging-dock-for-ps4-double-game-handle-dual-charge-dock-stand-p-176387.html,,
Soldering Iron Kit 60W 110V Adjustable Temperature Welding Soldering Iron EDT-543140,https://www.tinydeal.com/soldering-iron-kit-60w-110v-adjustable-temperature-welding-soldering-iron-p-172804.html,$14.21 ,$13.53
Metal 8 Angles Degree Screw Thread Cutting Angle Gauge Measuring Tool EDT-542932,https://www.tinydeal.com/metal-8-angles-degree-screw-thread-cutting-angle-gauge-measuring-tool-p-172573.html,$1.47 ,$1.40
Whitworth 55-Degree & Metric 60-Degree Grip Whitworth Screw Thread Pitch Gauge HPI-542838,https://www.tinydeal.com/whitworth-55-degree-metric-60-degree-grip-whitworth-screw-thread-pitch-gauge-p-172556.html,$1.88 ,$1.76
HL-E 20W Electric Automatic Temperature Heating Hot Melt Glue Gun with Switch EDT-541689,https://www.tinydeal.com/hl-e-20w-electric-automatic-temperature-heating-hot-melt-glue-gun-with-switch-p-171980.html,$6.44 ,$6.01
Diving Mask Full Face Snorkeling Mask Swim Training Scuba Mask for Gopro Camera EPAHD-542051,https://www.tinydeal.com/diving-mask-full-face-snorkeling-mask-swim-training-scuba-mask-for-gopro-camera-p-172455.html,$28.62 ,$19.12
1-15mm Wedge Feeler Gauge Gap Hole Measure Tool Stainless Steel Taper Metric HHI-544217,https://www.tinydeal.com/1-15mm-wedge-feeler-gauge-gap-hole-measure-tool-stainless-steel-taper-metric-p-173259.html,$2.99 ,$2.68
POE Adapter Cable 5.5x2.1mm Tape Screened POE Switch Cable POE Splitter Injector RTH-550300,https://www.tinydeal.com/poe-adapter-cable-55x21mm-tape-screened-poe-switch-cable-poe-splitter-injector-p-175364.html,$3.51 ,$3.28
4 Inch F Clamp Quick Grip Woodworking Bar Clamp Clip Wood Trigger Clamp HHI-544173,https://www.tinydeal.com/4-inch-f-clamp-quick-grip-woodworking-bar-clamp-clip-wood-trigger-clamp-p-173217.html,$4.07 ,$3.30
8 in 1 Torx Screwdriver Set Multifunction Precision Screwdriver Repair Tools EDT-543792,https://www.tinydeal.com/8-in-1-torx-screwdriver-set-multifunction-precision-screwdriver-repair-tools-p-173042.html,$8.49 ,$7.96
30-45mm Wedge Feeler Gauge Gap Hole Measure Tool Stainless Steel Taper Metric HHI-544219,https://www.tinydeal.com/30-45mm-wedge-feeler-gauge-gap-hole-measure-tool-stainless-steel-taper-metric-p-173260.html,$4.45 ,$4.16
R7-14.5mm Pocket Measure 32 Plates Stainless Steel Radius Gauge Gage Tool HHI-544235,https://www.tinydeal.com/r7-145mm-pocket-measure-32-plates-stainless-steel-radius-gauge-gage-tool-p-173219.html,$4.12 ,$3.84
Indoor TV 32 Mile Range Amplified HDTV Antenna w USB Power Supply Coaxial Cable ETATH-543867,https://www.tinydeal.com/indoor-tv-32-mile-range-amplified-hdtv-antenna-w-usb-power-supply-coaxial-cable-p-172993.html,$14.61 ,$13.65
Mini 1.7 Inch Screen Kids Digital Camera STH-557084,https://www.tinydeal.com/mini-17-inch-screen-kids-digital-camera-p-177712.html,,
Universal TV Remote Control Smart Remote Controller For TV Television ETATH-551801,https://www.tinydeal.com/universal-tv-remote-control-smart-remote-controller-for-tv-television-p-175832.html,$4.58 ,$3.68
USB3.0 PCIE 1X to 16X Graphics Card Extension Cable ECAHP-554352,https://www.tinydeal.com/usb30-pcie-1x-to-16x-graphics-card-extension-cable-p-176624.html,$6.60 ,$6.55
10pcs 11mm x 190mm Hot Melt Glue Sticks For Electric Glue Gun Repair Tools EDT-553624,https://www.tinydeal.com/10pcs-11mm-x-190mm-hot-melt-glue-sticks-for-electric-glue-gun-repair-tools-p-176538.html,$6.72 ,$5.72
Car Motorcycle Tyre Tread ruler RTH-552933,https://www.tinydeal.com/car-motorcycle-tyre-tread-ruler-p-176426.html,$2.42 ,$2.32
34pcs Set Scalpel Knife Tool Kit DIY Craft Carving Knives with Scalpel EDT-553558,https://www.tinydeal.com/34pcs-set-scalpel-knife-tool-kit-diy-craft-carving-knives-with-scalpel-p-176527.html,$18.85 ,$13.58
Ordro HDV-V12 1080p FHD Digital Camera DV Camcorder EDT-561770,https://www.tinydeal.com/ordro-hdv-v12-1080p-fhd-digital-camera-dv-camcorder-p-179084.html,,
Automatic Spring Loaded Center Drill Punch with Spare Tip & Cushion Cap HHI-557646,https://www.tinydeal.com/automatic-spring-loaded-center-drill-punch-with-spare-tip-cushion-cap-p-177776.html,$3.84 ,$3.23
0.56 Inch 2-wire Voltage Meter EDT-556493,https://www.tinydeal.com/056-inch-2-wire-voltage-meter-p-178027.html,$2.90 ,$2.59
2-in-1 Miniature Screwdriver - Straight + Cross Type NLC-558162,https://www.tinydeal.com/2-in-1-miniature-screwdriver-straight-cross-type-p-178206.html,$1.05 ,$0.80
Memory Foam Mouse Pad Anti-skid Mousepad Support Wrist Rest Mat EDT-556741,https://www.tinydeal.com/memory-foam-mouse-pad-anti-skid-mousepad-support-wrist-rest-mat-p-177536.html,$14.36 ,$13.26
12V 18V Rechargeable Electric Drill Pocket Part Tools Screwdriver Storage Bag EDT-557925,https://www.tinydeal.com/12v-18v-rechargeable-electric-drill-pocket-part-tools-screwdriver-storage-bag-p-177601.html,$3.28 ,$2.65
Tape Double Sided Thermal Conductive Adhesive tape for Chip LED Heatsink EDT-554675,https://www.tinydeal.com/tape-double-sided-thermal-conductive-adhesive-tape-for-chip-led-heatsink-p-177270.html,$3.16 ,$2.92
Frosted Mini M20 USB2.0 1000dpi Wired Mouse ETATH-556258,https://www.tinydeal.com/frosted-mini-m20-usb20-1000dpi-wired-mouse-p-177382.html,$4.81 ,$4.39
Magnetic Wrist Support Band with Strong Magnets Bracelet Belt EDT-557928,https://www.tinydeal.com/magnetic-wrist-support-band-with-strong-magnets-bracelet-belt-p-177602.html,$4.68 ,$4.19
5pcs Hex Shank Triangle Head Ceramic Tile Drill Bit HHI-557657,https://www.tinydeal.com/5pcs-hex-shank-triangle-head-ceramic-tile-drill-bit-p-177589.html,$6.26 ,$5.84
Toolcool BROPPE 17Pcs 1/4 Hex Shank Screwdriver Bits Set NLC-555997,https://www.tinydeal.com/toolcool-broppe-17pcs-14-hex-shank-screwdriver-bits-set-p-177338.html,,
Hot Melt Glue Gun Glue Stick Industrial Mini Guns EDT-553623,https://www.tinydeal.com/hot-melt-glue-gun-glue-stick-industrial-mini-guns-p-177294.html,$6.72 ,$4.97
"1/4"" Hex Drive Magnetic Screwdriver Bit Holders NLC-557814",https://www.tinydeal.com/14-hex-drive-magnetic-screwdriver-bit-holders-p-178323.html,$4.37 ,$4.05
HY-218 USB Powered Multimedia Stereo Audio Speakers EDT-556433,https://www.tinydeal.com/hy-218-usb-powered-multimedia-stereo-audio-speakers-p-177920.html,$11.93 ,$10.14
0.3-3.2mm Multi Keyless Drill Chuck M8/M7X0.75 Three-Jaw Drill Chuck EBR-560096,https://www.tinydeal.com/03-32mm-multi-keyless-drill-chuck-m8m7x075-three-jaw-drill-chuck-p-178448.html,$4.27 ,$3.51
Plastic Door Panel Remover Repair Tool NLC-558211,https://www.tinydeal.com/plastic-door-panel-remover-repair-tool-p-178249.html,$3.11 ,$2.86
MESTEK DM91 High Precision True RMS Digital Multimeter HHIHE-561073,https://www.tinydeal.com/mestek-dm91-high-precision-true-rms-digital-multimeter-p-178869.html,,
MESTEK DM91A High Precision True RMS Digital Multimeter HHIHE-561072,https://www.tinydeal.com/mestek-dm91a-high-precision-true-rms-digital-multimeter-p-178868.html,,
295MM PlasticMetal Soft Universal Flexible Shaft Electric Screwdriver EDT-559127,https://www.tinydeal.com/295mm-plasticmetal-soft-universal-flexible-shaft-electric-screwdriver-p-178507.html,$2.74 ,$2.44
Ceramic Tile Glass Drill Bits Hex Shank Kit HHI-557973,https://www.tinydeal.com/ceramic-tile-glass-drill-bits-hex-shank-kit-p-178324.html,$6.98 ,$5.16
10pcs Torx Flat Head Cross Spanner Screwdriver Bits Set With Screwdriver Holder NLC-558163,https://www.tinydeal.com/10pcs-torx-flat-head-cross-spanner-screwdriver-bits-set-with-screwdriver-holder-p-178262.html,,
16-in-1 Precision Magnetic Screwdriver Set NLC-557858,https://www.tinydeal.com/16-in-1-precision-magnetic-screwdriver-set-p-178214.html,$3.08 ,$2.71
Magnetic Tip Two Way Cross Flat Head Screwdriver NLC-558210,https://www.tinydeal.com/magnetic-tip-two-way-cross-flat-head-screwdriver-p-178209.html,$3.91 ,$3.25
Universal Bluetooth Folding Keyboard with Kickstand for Smartphone ETATH-558674,https://www.tinydeal.com/universal-bluetooth-folding-keyboard-with-kickstand-for-smartphone-p-178008.html,$34.65 ,$34.47
Freewolf X11 1600DPI 2.4GHz Wireless Mute Rechargeable Mouse LED Backlit Optical EDT-563573,https://www.tinydeal.com/freewolf-x11-1600dpi-24ghz-wireless-mute-rechargeable-mouse-led-backlit-optical-p-179770.html,,
9-in-1 Screwdriver Repair Tool Set NLC-558289,https://www.tinydeal.com/9-in-1-screwdriver-repair-tool-set-p-179245.html,$6.60 ,$4.25
"4"" Quick Ratchet Release Woodworking Clip RTH-562932",https://www.tinydeal.com/4-quick-ratchet-release-woodworking-clip-p-179274.html,$6.60 ,$5.43
Mini Size Home Desk Vacuum Cleaner Vacuum Dust Dirt Food Crumbs Cleaning Tool EDT-563513,https://www.tinydeal.com/mini-size-home-desk-vacuum-cleaner-vacuum-dust-dirt-food-crumbs-cleaning-tool-p-179767.html,$9.00 ,$7.20
Magnetic Steel Phillips Screwdriver NLC-558234,https://www.tinydeal.com/magnetic-steel-phillips-screwdriver-p-179231.html,$3.80 ,$2.89
5V USB Powered 6 LED Hanging Tent Light HHIHE-553776,https://www.tinydeal.com/5v-usb-powered-6-led-hanging-tent-light-p-176711.html,$2.84 ,$2.35
9pcs ESD Stainless Steel Tweezers Kit Precision Anti-static Repair Tools EDT-573598,https://www.tinydeal.com/9pcs-esd-stainless-steel-tweezers-kit-precision-anti-static-repair-tools-p-182735.html,$9.69 ,$8.28
Aluminium Foil Tape Adhesive Sealing Tape Thermal Resist Duct Repairs Tool RTH-573533,https://www.tinydeal.com/aluminium-foil-tape-adhesive-sealing-tape-thermal-resist-duct-repairs-tool-p-182724.html,$6.01 ,$5.55
JM-8106 38 in 1 Precision Screwdriver Set Disassemble Repair Tools Kit PC Phone RTH-571815,https://www.tinydeal.com/jm-8106-38-in-1-precision-screwdriver-set-disassemble-repair-tools-kit-pc-phone-p-182697.html,$11.73 ,$10.71
Logitech M330 Silent Plus Wireless Mouse for Computers and Laptops RTH-567242,https://www.tinydeal.com/logitech-m330-silent-plus-wireless-mouse-for-computers-and-laptops-p-181878.html,,
M80 2.4GHz Wireless Mouse 4 Buttons 1600 DPI Adjustable Rechargeable Mute Mice RTH-571916,https://www.tinydeal.com/m80-24ghz-wireless-mouse-4-buttons-1600-dpi-adjustable-rechargeable-mute-mice-p-182488.html,,
JM-8163 DIY 62 in 1 Screwdriver Set Repair Tool with Precision Driver RTH-571805,https://www.tinydeal.com/jm-8163-diy-62-in-1-screwdriver-set-repair-tool-with-precision-driver-p-182377.html,,
5pc Electric Drill Conversion Angle Grinder Connecting Rod for Cutting Disc DIY HHIHE-571622,https://www.tinydeal.com/5pc-electric-drill-conversion-angle-grinder-connecting-rod-for-cutting-disc-diy-p-182324.html,$5.16 ,$4.65
Kawau C396 DUO USB 3.0 SD TF Card Reader Support Simultaneous Read RTH-571415,https://www.tinydeal.com/kawau-c396-duo-usb-30-sd-tf-card-reader-support-simultaneous-read-p-182287.html,$6.68 ,$3.70
Extension Screwdriver Drill Bit 300mm Flexible Shaft Bits HHI-571586,https://www.tinydeal.com/extension-screwdriver-drill-bit-300mm-flexible-shaft-bits-p-182266.html,$4.38 ,$4.09
Automatic Wire Stripper Clamp Cutting Tool Cutter Crimping Cable Line Plier HHI-570297,https://www.tinydeal.com/automatic-wire-stripper-clamp-cutting-tool-cutter-crimping-cable-line-plier-p-182117.html,$5.52 ,$2.85
Steel Metric Ratchet Spanner Gear Wrench Flexible Head 9-11mm HHI-570268,https://www.tinydeal.com/steel-metric-ratchet-spanner-gear-wrench-flexible-head-9-11mm-p-182178.html,$5.34 ,$4.96
Mini Micro Twist Drill Bits Hand Drill +10 Twist Drills Rotary Tool EDT-565939,https://www.tinydeal.com/mini-micro-twist-drill-bits-hand-drill-10-twist-drills-rotary-tool-p-181936.html,$6.74 ,$4.43
G-1600 Apedra 2.4Ghz Wireless Silent Mouse HHIHE-569888,https://www.tinydeal.com/g-1600-apedra-24ghz-wireless-silent-mouse-p-181898.html,$12.35 ,$6.25
